"goal","target","Unit","Date","Value"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Mortality rate attributed to household and ambient air pollution. Age group Total. Sex Total. Location Total","per 100,000 population","2012","90"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Mortality rate attributed to household and ambient air pollution. Age group Total. Sex Total. Location Total","per 100,000 population","2013","342.86"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene. Age group Total. Sex Total. Location Total","per 100,000 population","2012","50.95"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Mortality rate attributed to unintentional poisonings. Age group Total. Sex Total. Location Total","per 100,000 population","2012","2.42"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Total official flows for medical research and basic heath sectors, by recipient. Age group Total. Sex Total. Location Total","Constant USD (Millions)","2000","20.05"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Total official flows for medical research and basic heath sectors, by recipient. Age group Total. Sex Total. Location Total","Constant USD (Millions)","2001","134.12"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Total official flows for medical research and basic heath sectors, by recipient. Age group Total. Sex Total. Location Total","Constant USD (Millions)","2002","57.87"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Total official flows for medical research and basic heath sectors, by recipient. Age group Total. Sex Total. Location Total","Constant USD (Millions)","2003","61.75"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Total official flows for medical research and basic heath sectors, by recipient. Age group Total. Sex Total. Location Total","Constant USD (Millions)","2004","104.84"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Total official flows for medical research and basic heath sectors, by recipient. Age group Total. Sex Total. Location Total","Constant USD (Millions)","2005","81.76"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Total official flows for medical research and basic heath sectors, by recipient. Age group Total. Sex Total. Location Total","Constant USD (Millions)","2006","134.63"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Total official flows for medical research and basic heath sectors, by recipient. Age group Total. Sex Total. Location Total","Constant USD (Millions)","2007","190.78"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Total official flows for medical research and basic heath sectors, by recipient. Age group Total. Sex Total. Location Total","Constant USD (Millions)","2008","248.92"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Total official flows for medical research and basic heath sectors, by recipient. Age group Total. Sex Total. Location Total","Constant USD (Millions)","2009","516.72"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Total official flows for medical research and basic heath sectors, by recipient. Age group Total. Sex Total. Location Total","Constant USD (Millions)","2010","197.95"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Total official flows for medical research and basic heath sectors, by recipient. Age group Total. Sex Total. Location Total","Constant USD (Millions)","2011","272.58"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Total official flows for medical research and basic heath sectors, by recipient. Age group Total. Sex Total. Location Total","Constant USD (Millions)","2012","353.06"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Total official flows for medical research and basic heath sectors, by recipient. Age group Total. Sex Total. Location Total","Constant USD (Millions)","2013","571.14"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Total official flows for medical research and basic heath sectors, by recipient. Age group Total. Sex Total. Location Total","Constant USD (Millions)","2014","475.19"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Health worker density and distribution. Age group Total. Sex Total. Location Total","per 1,000 population","2003","1.98"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Health worker density and distribution. Age group Total. Sex Total. Location Total","per 1,000 population","2005","1.92"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Health worker density and distribution. Age group Total. Sex Total. Location Total","per 1,000 population","2006","1.96"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Health worker density and distribution. Age group Total. Sex Total. Location Total","per 1,000 population","2007","2"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Health worker density and distribution. Age group Total. Sex Total. Location Total","per 1,000 population","2008","2.01"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","Health worker density and distribution. Age group Total. Sex Total. Location Total","per 1,000 population","2009","2.01"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","International Health Regulations (IHR) core capacity index. Age group Total. Sex Total. Location Total","","2011","38.5"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","International Health Regulations (IHR) core capacity index. Age group Total. Sex Total. Location Total","","2012","35.8"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","International Health Regulations (IHR) core capacity index. Age group Total. Sex Total. Location Total","","2013","52.2"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","International Health Regulations (IHR) core capacity index. Age group Total. Sex Total. Location Total","","2014","56.7"
"Goal 3. Ensure healthy lives and promote well-being for all at all ages","International Health Regulations (IHR) core capacity index. Age group Total. Sex Total. Location Total","","2015","67.2"
"Goal 4. Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","Gender parity index of teachers in lower secondary education who are trained. Age group Total. Sex Total. Location Total","ratio","2006","1.19"
"Goal 4. Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","Gender parity index of teachers in lower secondary education who are trained. Age group Total. Sex Total. Location Total","ratio","2008","1.05"
"Goal 4. Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","Gender parity index of teachers in lower secondary education who are trained. Age group Total. Sex Total. Location Total","ratio","2010","1.02"
"Goal 4. Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","Gender parity index of teachers in primary education who are trained. Age group Total. Sex Total. Location Total","ratio","2004","1.56"
"Goal 4. Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","Gender parity index of teachers in primary education who are trained. Age group Total. Sex Total. Location Total","ratio","2005","1.55"
"Goal 4. Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","Gender parity index of teachers in primary education who are trained. Age group Total. Sex Total. Location Total","ratio","2006","1.52"
"Goal 4. Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","Gender parity index of teachers in primary education who are trained. Age group Total. Sex Total. Location Total","ratio","2010","1.17"
"Goal 4. Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","Gender parity index of teachers in upper secondary education who are trained. Age group Total. Sex Total. Location Total","ratio","2006","1.14"
"Goal 4. Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","Gender parity index of teachers in upper secondary education who are trained. Age group Total. Sex Total. Location Total","ratio","2008","1.03"
"Goal 4. Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","Proportion of schools with access to electricity, lower secondary level. Age group Total. Sex Total. Location Total","%","2008","68.46"
